"Name","DistinguishedName","enabled","description","whenCreated","Stamp"
"BGLRT4700377","CN=BGLRT4700377,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/20/2019 11:44:00 PM","7/13/2020 6:51:29 AM"
"BGLRM901023","CN=BGLRM901023,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/3/2019 6:08:51 AM","11/12/2021 5:07:30 AM"
"BGLRM9001111","CN=BGLRM9001111,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/7/2020 4:32:44 AM","6/21/2022 12:36:37 PM"
"BGLRT4800220","CN=BGLRT4800220,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/8/2020 2:52:20 AM","6/1/2022 6:05:44 PM"
"BGLRM9100770","CN=BGLRM9100770,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/27/2020 11:10:10 PM","11/30/2021 8:41:43 AM"
"BGLRM9000747","CN=BGLRM9000747,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/11/2018 1:36:37 AM","3/3/2021 10:26:42 AM"
"BGLRO7060050","CN=BGLRO7060050,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","7/20/2019 12:20:25 AM","11/12/2021 3:08:52 PM"
"BGLRO7060333","CN=BGLRO7060333,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/7/2020 2:56:53 PM","6/16/2020 7:18:22 PM"
"BGLRM9000652","CN=BGLRM9000652,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/21/2018 7:23:36 PM","9/12/2020 5:46:58 PM"
"BGLRM9001190","CN=BGLRM9001190,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/8/2020 1:24:44 PM","2/2/2022 3:25:48 PM"
"BGLRO7060334","CN=BGLRO7060334,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/7/2020 3:05:43 PM","9/9/2020 1:00:08 PM"
"BGLRL5400279","CN=BGLRL5400279,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/30/2020 2:04:23 PM","8/3/2022 12:30:52 AM"
"BGLRO7060336","CN=BGLRO7060336,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/7/2020 3:23:49 PM","7/6/2020 7:42:56 PM"
"BGLRT4800493","CN=BGLRT4800493,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/23/2022 8:41:02 PM","7/20/2022 7:15:50 PM"
"BGLRO7060337","CN=BGLRO7060337,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True","Disabled due to Inactivity- 12/10/2021","1/7/2020 3:41:40 PM","3/16/2022 10:43:44 PM"
"BGLRL5400286","CN=BGLRL5400286,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/30/2020 3:41:14 PM","7/20/2022 11:18:47 PM"
"BGLRM9000653","CN=BGLRM9000653,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/21/2018 7:50:26 PM","12/11/2021 9:55:43 PM"
"BGLRM9100481","CN=BGLRM9100481,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/14/2019 6:07:08 PM","12/9/2020 3:21:15 AM"
"BGLRO7060052","CN=BGLRO7060052,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/20/2019 11:13:20 AM","10/4/2020 12:24:15 PM"
"BGLRM9100624","CN=BGLRM9100624,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","9/4/2019 1:23:22 AM","11/12/2021 2:06:06 PM"
"BGLRM9100772","CN=BGLRM9100772,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/28/2020 1:12:49 AM","9/24/2020 1:22:33 PM"
"BGLRL5400287","CN=BGLRL5400287,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"7/30/2020 3:47:54 PM","8/3/2020 5:04:21 PM"
"BGLRM9100483","CN=BGLRM9100483,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/14/2019 6:43:40 PM","12/1/2021 8:42:02 AM"
"BGLRM9000601","CN=BGLRM9000601,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/23/2018 3:56:12 AM","11/4/2020 2:27:51 AM"
"BGLRM9100140","CN=BGLRM9100140,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/4/2018 4:05:43 AM","12/2/2021 8:42:08 AM"
"BGLRM9100482","CN=BGLRM9100482,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/14/2019 6:45:29 PM","11/12/2021 7:36:54 PM"
"BGLRM9100381","CN=BGLRM9100381,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/4/2018 4:25:51 AM","2/16/2020 9:08:01 PM"
"BGLRM9000906","CN=BGLRM9000906,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/12/2019 1:19:10 AM","8/7/2020 3:35:55 PM"
"BGLRO7060179","CN=BGLRO7060179,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/26/2019 3:30:06 AM","3/16/2022 1:44:42 PM"
"BGLRM9001137","CN=BGLRM9001137,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/28/2020 8:12:15 AM","12/2/2021 8:42:12 AM"
"BGLRM9000574","CN=BGLRM9000574,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/23/2018 7:58:57 AM","2/25/2020 2:47:15 PM"
"BGLRM9000654","CN=BGLRM9000654,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/21/2018 8:52:45 PM","11/12/2021 5:07:02 AM"
"BGLRT47000106","CN=BGLRT47000106,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/12/2018 1:25:02 AM","7/13/2022 2:46:24 PM"
"BGLRT4700307","CN=BGLRT4700307,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/4/2018 5:32:13 AM","3/23/2021 3:49:41 PM"
"BGLRL5400305","CN=BGLRL5400305,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/31/2020 11:58:11 AM","1/28/2022 10:22:47 AM"
"BGLRT49500532","CN=BGLRT49500532,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/21/2021 4:39:59 PM","7/20/2022 12:29:29 PM"
"BGLRM9100155","CN=BGLRM9100155,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"4/6/2018 3:58:16 AM","12/10/2021 11:52:54 AM"
"BGLRT4600239","CN=BGLRT4600239,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/31/2018 1:16:21 AM","2/1/2021 10:34:55 PM"
"BGLRO7060180","CN=BGLRO7060180,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/26/2019 5:33:20 AM","3/16/2022 9:46:48 PM"
"BGLRL5400308","CN=BGLRL5400308,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/31/2020 12:35:35 PM","7/21/2022 7:07:27 PM"
"BGLRT49500531","CN=BGLRT49500531,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/21/2021 5:10:45 PM","7/20/2022 10:24:07 PM"
"BGLRT4700054","CN=BGLRT4700054,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/22/2019 12:34:35 PM","11/16/2020 12:38:09 PM"
"BGLRO7060182","CN=BGLRO7060182,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","11/26/2019 6:03:37 AM","12/8/2021 12:42:47 PM"
"BGLRT450020","CN=BGLRT450020,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/14/2020 11:26:23 PM","10/28/2021 3:20:24 PM"
"BGLRL5400312","CN=BGLRL5400312,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/31/2020 1:55:07 PM","10/21/2021 1:00:03 PM"
"BGLRM9100078","CN=BGLRM9100078,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/16/2018 2:30:14 AM","11/29/2021 5:17:50 PM"
"BGLRM9001003","CN=BGLRM9001003,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/23/2019 10:35:53 AM","2/25/2020 1:00:41 PM"
"BGLRM9100785","CN=BGLRM9100785,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/2/2020 5:33:08 PM","12/2/2021 8:41:47 AM"
"BGLRO7060408","CN=BGLRO7060408,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/24/2020 1:42:36 PM","2/2/2022 3:46:18 PM"
"BGLRM9100484","CN=BGLRM9100484,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/15/2019 3:19:38 AM","2/24/2022 11:27:14 PM"
"BGLRO7060189","CN=BGLRO7060189,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/26/2019 5:49:05 PM","8/14/2020 12:55:17 PM"
"BGLRT4800407","CN=BGLRT4800407,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/23/2021 2:02:12 PM","4/27/2021 8:45:13 PM"
"BGLRM9000569","CN=BGLRM9000569,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/15/2018 2:13:47 AM","11/12/2021 10:36:53 AM"
"BGLRM9000750","CN=BGLRM9000750,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/13/2018 2:18:26 AM","6/3/2020 12:53:49 PM"
"BGLRO7060340","CN=BGLRO7060340,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/10/2020 2:37:05 PM","9/29/2020 4:59:49 PM"
"BGLRL5400368","CN=BGLRL5400368,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/1/2020 12:53:40 PM","12/2/2020 12:07:48 PM"
"BGLRT4600341","CN=BGLRT4600341,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/6/2021 5:09:17 PM","6/21/2022 12:19:25 PM"
"BGLRM9100264","CN=BGLRM9100264,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/1/2018 3:57:24 AM","3/3/2021 4:37:18 PM"
"BGLRM9000751","CN=BGLRM9000751,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/13/2018 3:36:59 AM","9/20/2020 2:11:20 PM"
"BGLRM9100485","CN=BGLRM9100485,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","2/15/2019 4:02:10 AM","11/10/2021 5:26:48 PM"
"BGLRO7060192","CN=BGLRO7060192,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","11/26/2019 7:46:42 PM","11/12/2021 1:39:19 PM"
"BGLRO7060341","CN=BGLRO7060341,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/10/2020 2:45:25 PM","9/14/2020 11:11:55 AM"
"BGLRT4600342","CN=BGLRT4600342,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/6/2021 5:14:55 PM","6/17/2022 4:55:57 PM"
"BGLRM9000880","CN=BGLRM9000880,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/8/2019 2:14:32 AM","1/5/2022 11:54:44 AM"
"BGLRO7060193","CN=BGLRO7060193,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/26/2019 7:53:04 PM","9/11/2020 2:24:11 PM"
"BGLRT4600343","CN=BGLRT4600343,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/6/2021 5:57:56 PM","6/29/2022 11:54:36 AM"
"BGLRM9001181","CN=BGLRM9001181,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/18/2020 5:57:54 PM","8/24/2020 9:45:30 AM"
"BGLRM9000783","CN=BGLRM9000783,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/24/2018 2:49:39 AM","3/19/2020 4:40:11 PM"
"BGLRM9000883","CN=BGLRM9000883,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/8/2019 2:35:59 AM","12/2/2021 8:41:45 AM"
"BGLRO7060194","CN=BGLRO7060194,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/26/2019 8:49:13 PM","8/4/2020 3:51:25 PM"
"BGLRL5400342","CN=BGLRL5400342,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/1/2020 5:28:47 PM","2/8/2021 5:29:35 PM"
"BGLRT4600344","CN=BGLRT4600344,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/6/2021 6:15:00 PM","5/4/2022 11:16:42 AM"
"BGLRM9000369","CN=BGLRM9000369,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/29/2017 7:18:32 AM","9/12/2020 5:00:27 PM"
"BGLRO7060056","CN=BGLRO7060056,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/25/2019 12:17:00 AM","8/14/2020 3:17:09 PM"
"BGLRO7060195","CN=BGLRO7060195,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/27/2019 5:20:07 AM","8/30/2020 8:46:16 PM"
"BGLRL5400378","CN=BGLRL5400378,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/1/2020 6:28:02 PM","8/3/2022 11:43:49 PM"
"BGLRT4700318","CN=BGLRT4700318,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/11/2019 12:26:45 AM","3/9/2022 2:19:20 PM"
"BGLRO7060055","CN=BGLRO7060055,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/25/2019 12:33:08 AM","9/21/2021 3:35:34 AM"
"BGLRO7060196","CN=BGLRO7060196,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/27/2019 5:29:31 AM","9/1/2020 5:53:29 AM"
"BGLRL5400075","CN=BGLRL5400075,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"8/3/2020 5:54:24 PM","11/5/2020 8:26:40 AM"
"BGLRO7060054","CN=BGLRO7060054,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/25/2019 12:41:20 AM","11/12/2020 8:04:41 AM"
"BGLRO7060199","CN=BGLRO7060199,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","11/27/2019 6:14:01 AM","11/12/2021 10:34:52 AM"
"BGLRM9000860","CN=BGLRM9000860,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/11/2019 3:17:01 AM","12/1/2021 8:42:22 AM"
"BGLRO7060200","CN=BGLRO7060200,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","11/27/2019 6:17:24 AM","11/12/2021 4:34:56 PM"
"BGLRM9100486","CN=BGLRM9100486,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"5/9/2019 7:51:14 PM","6/15/2020 6:43:38 PM"
"BGLRT4600345","CN=BGLRT4600345,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/8/2021 3:38:19 PM","1/31/2022 5:01:36 PM"
"BGLRM9000479","CN=BGLRM9000479,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/26/2019 1:12:33 AM","11/12/2021 6:07:59 PM"
"BGLRM9000756","CN=BGLRM9000756,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/17/2018 6:42:54 PM","3/8/2021 3:29:45 PM"
"BGLRM9001176","CN=BGLRM9001176,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/4/2020 2:23:34 PM","3/1/2021 12:57:32 AM"
"BGLRM9001194","CN=BGLRM9001194,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/4/2020 4:40:18 PM","12/5/2021 8:41:50 AM"
"BGLRT4700219","CN=BGLRT4700219,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/25/2018 12:01:04 PM","8/1/2022 11:24:46 AM"
"BGLRM9100386","CN=BGLRM9100386,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/6/2018 2:04:39 AM","6/6/2021 1:31:49 AM"
"BGLRM9000708","CN=BGLRM9000708,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/26/2019 8:36:46 PM","1/10/2022 10:52:25 PM"
"BGLRT4800101","CN=BGLRT4800101,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/26/2019 12:38:43 AM","2/25/2021 12:16:01 AM"
"BGLRM9100853","CN=BGLRM9100853,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","8/4/2020 5:07:35 PM","12/6/2021 8:42:04 AM"
"BGLRM9000162","CN=BGLRM9000162,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"1/18/2018 4:09:18 AM","3/17/2022 12:36:56 PM"
"BGLRT4600212","CN=BGLRT4600212,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/1/2018 11:20:42 PM","1/21/2021 12:51:45 PM"
"BGLRM9000757","CN=BGLRM9000757,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"9/18/2018 7:56:08 AM","3/4/2021 7:06:42 AM"
"BGLRO7060204","CN=BGLRO7060204,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/28/2019 6:39:50 AM","10/5/2020 1:51:16 AM"
"BGLRT49500172","CN=BGLRT49500172,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/5/2020 11:22:21 AM","7/21/2022 7:09:04 PM"
"BGLRT4800398","CN=BGLRT4800398,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/23/2020 4:05:19 PM","3/12/2021 9:40:39 AM"
"BGLRM9100584","CN=BGLRM9100584,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/15/2019 4:59:04 AM","6/19/2020 7:25:30 PM"
"BGLRO7060205","CN=BGLRO7060205,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/28/2019 6:40:55 AM","6/8/2020 6:38:10 AM"
"BGLRM9000585","CN=BGLRM9000585,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/1/2018 8:19:31 PM","1/23/2021 11:39:50 AM"
"BGLRM9100488","CN=BGLRM9100488,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/20/2019 3:13:45 AM","11/12/2021 9:13:17 PM"
"BGLRM9001112","CN=BGLRM9001112,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/14/2020 7:14:55 AM","11/12/2021 6:35:57 AM"
"BGLRL49500190","CN=BGLRL49500190,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/5/2020 3:12:05 PM","8/5/2020 3:12:05 PM"
"BGLRT49500481","CN=BGLRT49500481,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"10/12/2021 5:43:08 PM","6/6/2022 2:42:47 PM"
"BGLRM9100493","CN=BGLRM9100493,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"2/20/2019 8:29:15 AM","8/23/2020 5:15:56 PM"
"BGLRM9100710","CN=BGLRM9100710,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","1/14/2020 7:11:43 AM","11/27/2021 10:32:41 AM"
"BGLRT45900205","CN=BGLRT45900205,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"8/5/2020 5:02:05 PM","8/5/2020 5:02:05 PM"
"BGLRT4600340","CN=BGLRT4600340,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/30/2021 2:27:33 PM","5/30/2021 12:49:09 PM"
"BGLRM9100388","CN=BGLRM9100388,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/7/2018 12:00:20 AM","11/12/2021 5:05:30 PM"
"BGLRM9000763","CN=BGLRM9000763,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","3/27/2019 12:49:23 AM","11/30/2021 8:42:04 AM"
"BGLRM9000868","CN=BGLRM9000868,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","6/17/2019 4:41:33 PM","12/2/2021 8:42:24 AM"
"BGLRO7060062","CN=BGLRO7060062,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"7/27/2019 6:55:26 PM","9/22/2020 9:29:57 PM"
"BGLRM9100773","CN=BGLRM9100773,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/2/2020 10:34:39 PM","9/25/2020 4:44:02 PM"
"BGLRT4600122","CN=BGLRT4600122,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/21/2018 9:19:04 PM","2/18/2022 11:10:00 AM"
"BGLRM9000114","CN=BGLRM9000114,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/30/2017 11:28:55 PM","2/1/2022 5:24:06 PM"
"BGLRM9000614","CN=BGLRM9000614,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/26/2018 4:19:19 AM","12/2/2021 8:42:17 AM"
"BGLRM9000838","CN=BGLRM9000838,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"12/7/2018 12:12:11 AM","4/12/2020 5:36:28 PM"
"BGLRM9100499","CN=BGLRM9100499,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/17/2019 4:55:11 PM","7/13/2020 10:17:50 AM"
"BGLRT549500213","CN=BGLRT549500213,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False",,"8/5/2020 6:24:15 PM","8/19/2020 1:54:18 PM"
"BGLRT4800451","CN=BGLRT4800451,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled as Laptop Stolen from associte home","10/13/2021 11:56:34 AM","7/23/2022 11:05:44 PM"
"BGLRO7060201","CN=BGLRO7060201,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"11/28/2019 6:33:52 AM","8/14/2020 11:29:32 AM"
"BGLRT4950081","CN=BGLRT4950081,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/24/2020 6:05:16 PM","12/28/2021 10:24:20 AM"
"BGLRM9000617","CN=BGLRM9000617,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","5/26/2018 4:33:51 AM","11/12/2021 7:41:28 AM"
"BGLRM9100205","CN=BGLRM9100205,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"6/26/2018 3:47:48 AM","8/14/2020 3:53:44 AM"
"BGLRM9000839","CN=BGLRM9000839,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","False","Disabled due to Inactivity- 12/10/2021","12/7/2018 12:17:36 AM","12/5/2021 8:41:51 AM"
"BGLRM91S00028","CN=BGLRM91S00028,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com","True",,"3/27/2019 3:16:24 AM","9/5/2020 8:14:34 PM"
