Computer,DistinguishedName,enabled,description,whenCreated,Stamp
BGLRM91S00030,"CN=BGLRM91S00030,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/27/2019 3:29,3/3/2020 1:50
BGLRT4700535,"CN=BGLRT4700535,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/26/2020 14:21,3/10/2022 13:47
BGLRT4700281,"CN=BGLRT4700281,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/12/2018 10:20,7/11/2022 15:35
BGLRM9000818,"CN=BGLRM9000818,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/28/2018 2:01,8/15/2020 12:17
BGLRM9000671,"CN=BGLRM9000671,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/30/2018 2:59,12/2/2021 8:41
BGLRO7060403,"CN=BGLRO7060403,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2020 12:07,2/1/2022 21:00
BGLRT4800101,"CN=BGLRT4800101,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/26/2019 0:38,2/25/2021 0:16
BGLRM9100493,"CN=BGLRM9100493,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/20/2019 8:29,8/23/2020 17:15
BGLRM91S00024,"CN=BGLRM91S00024,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/16/2019 15:25,1/13/2021 15:09
BGLRM9001180,"CN=BGLRM9001180,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/17/2020 22:00,8/7/2020 15:43
BGLRT4600325,"CN=BGLRT4600325,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/8/2020 13:48,10/8/2020 13:48
BGLRM9100494,"CN=BGLRM9100494,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/20/2019 9:03,6/29/2020 21:52
BGLRM9100070,"CN=BGLRM9100070,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,10/24/2019 0:10,12/2/2021 8:42
BGLRT4700580,"CN=BGLRT4700580,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/9/2021 11:42,6/30/2022 8:07
BGLRM9100142,"CN=BGLRM9100142,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/4/2018 2:33,10/10/2020 23:25
BGLRT4600323,"CN=BGLRT4600323,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/16/2020 6:02,1/31/2022 8:42
BGLR5400494,"CN=BGLR5400494,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/16/2021 18:46,4/18/2021 20:13
BGLRT45900205,"CN=BGLRT45900205,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/5/2020 17:02,8/5/2020 17:02
BGLRT4800398,"CN=BGLRT4800398,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/23/2020 16:05,3/12/2021 9:40
BGLRM9100047,"CN=BGLRM9100047,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,4/24/2018 0:47,12/7/2021 13:25
BGLR5400495,"CN=BGLR5400495,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/16/2021 18:46,4/18/2021 21:10
BGLRM9000349,"CN=BGLRM9000349,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/18/2017 21:38,3/23/2020 22:56
BGLRM9100225,"CN=BGLRM9100225,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled - Termed - 2/16/2022 - WO0000001388983,7/13/2018 1:02,11/29/2021 18:23
BGLRO7060066,"CN=BGLRO7060066,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/24/2019 2:03,12/20/2021 12:04
BGLRM9000592,"CN=BGLRM9000592,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled - Termed - 3/15/2022 - WO0000001417309,6/9/2018 0:31,1/11/2022 15:13
BGLRM9001189,"CN=BGLRM9001189,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/7/2020 18:42,11/13/2020 18:48
BGLRM9100600,"CN=BGLRM9100600,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/11/2019 20:41,9/16/2020 7:28
BGLRT1400126,"CN=BGLRT1400126,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/12/2021 17:38,2/23/2022 13:13
BGLRM91S00038,"CN=BGLRM91S00038,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,4/4/2019 17:35,11/11/2021 22:35
BGLRM9100644,"CN=BGLRM9100644,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/29/2019 6:20,9/8/2020 15:59
BGLRO7060015,"CN=BGLRO7060015,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/26/2019 1:17,11/12/2021 15:10
BGLRT49500372,"CN=BGLRT49500372,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/14/2020 13:53,10/27/2020 11:15
BGLRM9100638,"CN=BGLRM9100638,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/19/2019 4:51,11/12/2021 9:02
BGLRM9100476,"CN=BGLRM9100476,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/6/2019 4:43,9/21/2020 12:44
BGLRT4800522,"CN=BGLRT4800522,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/13/2022 22:44,6/13/2022 22:44
BGLRM9000601,"CN=BGLRM9000601,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/23/2018 3:56,11/4/2020 2:27
BGLRM9100787,"CN=BGLRM9100787,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/15/2020 11:55,5/15/2021 15:52
BGLR5400496,"CN=BGLR5400496,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/16/2021 18:55,4/18/2021 20:18
BGLRM9000651,"CN=BGLRM9000651,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/21/2018 14:07,12/2/2021 8:41
BGLRO7060012,"CN=BGLRO7060012,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,6/26/2019 1:29,11/12/2021 15:06
BGLRL5400113,"CN=BGLRL5400113,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/24/2020 17:01,4/5/2021 13:02
BGLRT4600651,"CN=BGLRT4600651,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/7/2022 9:12,4/7/2022 9:12
BGLR0706133,"CN=BGLR0706133,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/16/2019 19:36,10/16/2020 20:43
BGLRM91S00055,"CN=BGLRM91S00055,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/19/2019 3:50,3/26/2020 16:00
BGLRO706130,"CN=BGLRO706130,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/16/2019 19:36,11/12/2021 0:36
BGLRM9000162,"CN=BGLRM9000162,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/18/2018 4:09,3/17/2022 12:36
BGLRO7060165,"CN=BGLRO7060165,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,11/19/2019 3:54,11/12/2021 16:40
BGLRM9100226,"CN=BGLRM9100226,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,7/13/2018 1:38,11/12/2021 5:32
BGLRT450020,"CN=BGLRT450020,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:26,10/28/2021 15:20
BGLRT4800106,"CN=BGLRT4800106,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/8/2019 2:27,11/8/2020 22:23
BGLRO7060179,"CN=BGLRO7060179,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/26/2019 3:30,3/16/2022 13:44
BGLRM9001002,"CN=BGLRM9001002,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/6/2019 1:52,8/6/2020 10:25
BGLRM9100233,"CN=BGLRM9100233,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,7/17/2018 17:25,12/1/2021 8:42
BGLRM9000399,"CN=BGLRM9000399,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/6/2017 23:41,7/3/2020 19:35
BGLRM9000757,"CN=BGLRM9000757,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/18/2018 7:56,3/4/2021 7:06
BGLRO706132,"CN=BGLRO706132,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/16/2019 19:43,9/9/2020 20:43
BGLRO7060162,"CN=BGLRO7060162,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/13/2019 3:34,3/17/2022 4:38
BGLRM9100108,"CN=BGLRM9100108,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/24/2018 1:10,9/7/2021 16:52
BGLRO7060404,"CN=BGLRO7060404,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2020 13:03,2/1/2022 18:33
BGLRO706137,"CN=BGLRO706137,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/16/2019 19:43,9/14/2020 13:57
BGLRM9100227,"CN=BGLRM9100227,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,7/13/2018 2:02,11/12/2021 5:39
BGLRT4600317,"CN=BGLRT4600317,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/9/2020 22:51,3/9/2020 22:51
BGLRO706136,"CN=BGLRO706136,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/16/2019 19:43,9/8/2020 11:22
BGLRM9100786,"CN=BGLRM9100786,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/6/2020 23:15,2/16/2021 12:11
BGLRM9001194,"CN=BGLRM9001194,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/4/2020 16:40,12/5/2021 8:41
BGLRM9100140,"CN=BGLRM9100140,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,12/4/2018 4:05,12/2/2021 8:42
BGLRO7060383,"CN=BGLRO7060383,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/26/2020 15:53,12/12/2021 2:56
BGLRT44000001,"CN=BGLRT44000001,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/10/2017 17:45,3/14/2020 23:23
BGLRM91S00042,"CN=BGLRM91S00042,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/8/2019 6:39,9/24/2020 17:43
BGLRM9001184,"CN=BGLRM9001184,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/23/2020 20:54,7/30/2020 9:20
BGLRM9001144,"CN=BGLRM9001144,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/6/2020 3:59,7/7/2020 8:09
BGLRM9100460,"CN=BGLRM9100460,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,1/31/2019 1:25,9/25/2020 13:26
BGLRT4800470,"CN=BGLRT4800470,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/15/2022 15:07,3/5/2022 8:12
BGLRT4600231,"CN=BGLRT4600231,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/28/2018 0:01,8/19/2021 14:04
BGLRT4800382,"CN=BGLRT4800382,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/15/2021 12:18,2/23/2021 10:41
BGLRM9100133,"CN=BGLRM9100133,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/3/2018 7:13,12/2/2020 5:24
BGLRM9000566,"CN=BGLRM9000566,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/22/2018 5:25,8/16/2020 12:10
BGLRM9100853,"CN=BGLRM9100853,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,8/4/2020 17:07,12/6/2021 8:42
BGLRM9100637,"CN=BGLRM9100637,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,10/26/2019 5:19,11/11/2021 20:30
BGLRT4600220,"CN=BGLRT4600220,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/31/2018 2:52,7/16/2020 15:56
BGLRM9001145,"CN=BGLRM9001145,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,3/6/2020 4:23,11/27/2021 11:10
BGLRT4700288,"CN=BGLRT4700288,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/14/2018 0:45,3/30/2021 10:42
BGLRM9100461,"CN=BGLRM9100461,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,1/31/2019 1:35,11/12/2021 2:25
BGLRM9001163,"CN=BGLRM9001163,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/26/2020 22:57,9/23/2020 10:20
BGLRM9001011,"CN=BGLRM9001011,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/24/2019 0:43,12/16/2020 17:48
BGLRM9100569,"CN=BGLRM9100569,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/10/2020 23:34,8/29/2020 0:59
BGLRT4700097,"CN=BGLRT4700097,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/28/2018 6:27,3/14/2022 19:13
BGLRT4500021,"CN=BGLRT4500021,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:34,3/19/2020 4:26
BGLRM9100078,"CN=BGLRM9100078,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/16/2018 2:30,11/29/2021 17:17
BGLRM9100560,"CN=BGLRM9100560,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,5/28/2019 2:43,12/2/2021 8:41
BGLRM9100747,"CN=BGLRM9100747,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/18/2020 1:30,3/20/2020 12:44
BGLRM9000702,"CN=BGLRM9000702,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/26/2018 2:33,2/24/2022 23:51
BGLRL5400002,"CN=BGLRL5400002,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/22/2020 14:50,3/10/2022 12:17
BGLRM9100764,"CN=BGLRM9100764,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/27/2020 0:06,3/1/2020 2:27
BGLRT4800359,"CN=BGLRT4800359,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,,10/28/2020 17:25,10/28/2020 17:25
BGLRM9100409,"CN=BGLRM9100409,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,10/24/2019 0:47,12/2/2021 8:42
BGLRM91S00044,"CN=BGLRM91S00044,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,5/29/2019 22:11,11/30/2021 8:42
BGLRM9100765,"CN=BGLRM9100765,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/27/2020 0:10,12/8/2021 17:33
BGLRT4600280,"CN=BGLRT4600280,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/7/2019 9:47,7/12/2022 11:11
BGLRM9100381,"CN=BGLRM9100381,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/4/2018 4:25,2/16/2020 21:08
BGLRM9000845,"CN=BGLRM9000845,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,12/11/2018 1:26,11/12/2021 12:15
BGLRM9100164,"CN=BGLRM9100164,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,5/12/2018 4:45,12/2/2021 8:42
BGLRO7060021,"CN=BGLRO7060021,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,7/10/2019 1:47,11/12/2021 1:10
BGLRL5400312,"CN=BGLRL5400312,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/31/2020 13:55,10/21/2021 13:00
BGLRT4400023,"CN=BGLRT4400023,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:50,11/4/2020 11:48
BGLRM9000480,"CN=BGLRM9000480,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,10/11/2017 0:36,12/2/2021 8:41
BGLRM9001107,"CN=BGLRM9001107,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,12/17/2019 3:48,12/5/2021 8:41
BGLRT4400022,"CN=BGLRT4400022,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:50,5/29/2020 19:27
BGLRM9001121,"CN=BGLRM9001121,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/11/2020 2:19,5/2/2020 2:11
BGLRT4400021,"CN=BGLRT4400021,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:49,7/30/2020 20:45
BGLRO7060407,"CN=BGLRO7060407,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/24/2020 13:18,2/24/2022 13:35
BGLRM91S00045,"CN=BGLRM91S00045,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/5/2019 5:20,2/22/2021 11:30
BGLRT4500023,"CN=BGLRT4500023,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:51,4/2/2021 13:03
BGLRM9100624,"CN=BGLRM9100624,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,9/4/2019 1:23,11/12/2021 14:06
BGLRM9100463,"CN=BGLRM9100463,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,1/31/2019 1:50,11/12/2021 20:24
BGLRT4800047,"CN=BGLRT4800047,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,4/8/2019 7:09,5/9/2022 11:11
BGLRT1400063,"CN=BGLRT1400063,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/4/2021 11:42,12/13/2021 10:14
BGLRT4600322,"CN=BGLRT4600322,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:55,5/4/2021 11:03
BGLRT4600339,"CN=BGLRT4600339,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/23/2020 17:27,4/5/2021 12:39
BGLRT4800014,"CN=BGLRT4800014,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/15/2019 13:21,9/16/2020 13:58
BGLRM9000693,"CN=BGLRM9000693,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/19/2018 3:28,2/17/2021 9:15
BGLRM9100766,"CN=BGLRM9100766,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,2/27/2020 0:26,11/11/2021 20:37
BGLRM9000400,"CN=BGLRM9000400,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,9/7/2017 0:44,2/26/2020 12:59
BGLRT4400024,"CN=BGLRT4400024,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,3/14/2020 23:59,3/16/2020 1:41
BGLRO7060408,"CN=BGLRO7060408,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/24/2020 13:42,2/2/2022 15:46
BGLRT49500619,"CN=BGLRT49500619,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,5/16/2022 18:13,5/24/2022 11:08
BGLRO7060005,"CN=BGLRO7060005,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/11/2019 2:32,9/16/2020 15:39
BGLRM9100235,"CN=BGLRM9100235,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/17/2018 18:19,12/16/2021 14:41
BGLRL5400127,"CN=BGLRL5400127,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled - Termed - 2/10/2022 - WO0000001384112,7/25/2020 13:15,2/10/2022 9:20
BGLRO7060086,"CN=BGLRO7060086,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/6/2019 12:35,9/11/2020 12:08
BGLRM9000842,"CN=BGLRM9000842,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,12/8/2018 0:30,6/23/2022 23:14
BGLRM91S00046,"CN=BGLRM91S00046,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/5/2019 5:50,3/13/2020 0:49
BGLRO7060023,"CN=BGLRO7060023,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,7/10/2019 2:13,9/28/2020 15:19
BGLRM9000477,"CN=BGLRM9000477,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,10/10/2017 2:13,4/25/2020 11:58
BGLRM9100707,"CN=BGLRM9100707,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,12/17/2019 5:20,12/2/2021 8:42
BGLRM9100743,"CN=BGLRM9100743,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,2/11/2020 2:47,9/18/2021 23:11
BGLRO7060180,"CN=BGLRO7060180,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,11/26/2019 5:33,3/16/2022 21:46
BGLRM9100770,"CN=BGLRM9100770,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",FALSE,Disabled due to Inactivity- 12/10/2021,2/27/2020 23:10,11/30/2021 8:41
BGLRO7060090,"CN=BGLRO7060090,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,8/6/2019 12:52,9/14/2021 10:50
BGLRM9001182,"CN=BGLRM9001182,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/23/2020 21:22,8/18/2020 16:58
BGLRM9000915,"CN=BGLRM9000915,OU=BGLR Desktops,OU=BGLR,DC=bsg,DC=ad,DC=adp,DC=com",TRUE,,6/27/2019 4:37,11/30/2020 14:29
